bos,20160615,bal,9.5
cha,20160615,det,9.5
col,20160615,nya,11.5
kca,20160615,cle,7.5
nyn,20160615,pit,7
oak,20160615,tex,8
phi,20160615,tor,8
sdn,20160615,mia,8.5
sfn,20160615,mil,7
sln,20160615,hou,8.5
tba,20160615,sea,7.5
was,20160615,chn,7.5
atl,20160616,cin,8
bos,20160616,bal,10.5
kca,20160616,det,7.5
lan,20160616,mil,7.5
min,20160616,nya,8.5
nyn,20160616,pit,7.5
oak,20160616,tex,8.5
phi,20160616,tor,7.5
sdn,20160616,was,7.5
tba,20160616,sea,7.5
bal,20160617,tor,9
bos,20160617,sea,10
chn,20160617,pit,7
cle,20160617,cha,7.5
hou,20160617,cin,8.5
kca,20160617,det,8.5
lan,20160617,mil,7.5
mia,20160617,col,7.5
min,20160617,nya,8
nyn,20160617,atl,7.5
oak,20160617,ana,8
phi,20160617,ari,8
sdn,20160617,was,8
sln,20160617,tex,8
tba,20160617,sfn,7.5
bal,20160618,tor,10
bos,20160618,sea,10
chn,20160618,pit,8
cle,20160618,cha,8
hou,20160618,cin,8
kca,20160618,det,9
lan,20160618,mil,8
mia,20160618,col,8.5
min,20160618,nya,8.5
nyn,20160618,atl,7.5
oak,20160618,ana,8.5
phi,20160618,ari,7.5
sdn,20160618,was,7.5
sln,20160618,tex,9
tba,20160618,sfn,8
bal,20160619,tor,9
bos,20160619,sea,9
chn,20160619,pit,9
cle,20160619,cha,8
hou,20160619,cin,8.5
kca,20160619,det,9
lan,20160619,mil,8
mia,20160619,col,8
min,20160619,nya,9
nyn,20160619,atl,6.5
oak,20160619,ana,9.5
phi,20160619,ari,9
sdn,20160619,was,8.5
sln,20160619,tex,9
tba,20160619,sfn,7.5
bos,20160620,cha,10
chn,20160620,sln,8.5
cle,20160620,tba,8.5
det,20160620,sea,11
hou,20160620,ana,8.5
lan,20160620,was,6.5
mia,20160620,col,8.5
phi,20160620,ari,8.5
pit,20160620,sfn,8.5
tex,20160620,bal,9.5
bal,20160621,sdn,10
bos,20160621,cha,9.5
chn,20160621,sln,8.5
cle,20160621,tba,8
det,20160621,sea,9
hou,20160621,ana,8.5
lan,20160621,was,7.5
mia,20160621,atl,7
min,20160621,phi,8
nya,20160621,col,9
nyn,20160621,kca,7.5
oak,20160621,mil,8.5
pit,20160621,sfn,8
tex,20160621,cin,10
tor,20160621,ari,9
bal,20160622,sdn,10.5
bos,20160622,cha,9.5
chn,20160622,sln,7.5
cle,20160622,tba,8.5
det,20160622,sea,9
hou,20160622,ana,8
lan,20160622,was,7.5
mia,20160622,atl,7.5
min,20160622,phi,9
nya,20160622,col,8.5
nyn,20160622,kca,6.5
oak,20160622,mil,8
pit,20160622,sfn,7.5
tex,20160622,cin,9.5
tor,20160622,ari,9
ana,20160623,oak,8.5
atl,20160623,nyn,8
